Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000162623,TYW3,6.278,6.323,2.257,0.8463,0.2438,1.579
ENSG00000229943,RP11-93N20.1,0,0,0,0,0,0
ENSG00000261213,RP11-510C10.4,0,0,0,0,0,0
ENSG00000224127,RP11-510C10.2,0.0664,0,0,0,0,0
ENSG00000162624,LHX8,0,0.0274,0,0,0,0
ENSG00000224149,RP11-510C10.3,0,0,0,0,0,0
ENSG00000206999,RNU6-622P,0,0,0,0,0,0
ENSG00000137968,SLC44A5,1.731,0.8489,0.5726,0.0623,0,0.0201
ENSG00000224493,RP11-87O11.1,0,0,0,0,0,0
ENSG00000252338,RNU6-503P,0,0,0,0,0,0
ENSG00000213579,RP4-595K12.1,0,0,0.2609,0.1717,0,0
ENSG00000230863,RP4-595K12.2,0,0,0,0,0,0
ENSG00000178193,RP4-682C21.5,0,0.066,0,0.0487,0,0
ENSG00000117054,ACADM,21,21.1,18.69,1.434,0.5268,3.883
ENSG00000181227,DLSTP1,0.3779,0.2751,0.1761,0.029,0,0.0624
ENSG00000137955,RABGGTB,13.25,15.63,6.64,3.654,0.5064,6.465
ENSG00000057468,MSH4,0.327,0.057,0.0365,0.024,0,0.0259
ENSG00000154007,ASB17,0,0,0,0,0.0505,0
ENSG00000225605,RP11-550H2.1,0,0,0,0,0,0
ENSG00000230027,RP11-550H2.2,0,0,0,0,0,0
ENSG00000184005,ST6GALNAC3,1.783,3.044,0.4572,0.4284,0.1584,0.7062
ENSG00000223905,RP11-335E14.1,0,0,0,0,0,0
ENSG00000272855,RP5-1102E8.3,0.1922,0.4597,0,0,0,0
ENSG00000226415,TPI1P1,2.462,1.206,1.153,5.546,0.7083,2.422
ENSG00000199921,RNU6-161P,0,0,0,0,0,0
ENSG00000237552,RP11-415A20.1,0.1986,0.1188,0.998,0,0,0
ENSG00000117069,ST6GALNAC5,8.606,2.122,1.342,0,0,0.0595
ENSG00000276081,MIR7156,0,0,0,0,0,0
ENSG00000230498,RP4-564M11.2,0.4029,0.2141,0,0,0,0
ENSG00000142892,PIGK,5.52,5.54,2.027,1.459,0.5731,2.245
ENSG00000226084,RP4-706A16.3,4.57,3.451,2.793,0.4243,0.1008,0.1522
ENSG00000228187,RP11-363H12.1,0,0,0,0,0,0
ENSG00000154027,AK5,58.96,18.93,12.04,0.352,0.2554,2.012
ENSG00000233099,RP11-375A5.1,0.118,0.2823,0,0,0,0.112
ENSG00000251767,RNU7-8P,0,0,0,0,0,0
ENSG00000036549,ZZZ3,5.552,3.845,2.452,0.5707,0.0931,1.046
ENSG00000251785,RNA5SP20,0,0,0,0,0,0
ENSG00000243437,RN7SL370P,0,0,0,0,0,0
ENSG00000077254,USP33,22.78,16.13,7.743,3.747,1.057,5.272
ENSG00000232672,ACTG1P21,0,0,0,0,0,0.1267
ENSG00000180488,MIGA1,6.234,4.662,1.928,0.4636,0.1144,1.184
ENSG00000222849,RNA5SP21,0,0,0,0,0,0
ENSG00000219201,RP11-181C21.4,0.1691,0.0578,0,0.0852,0.0607,0.0459
ENSG00000235613,NSRP1P1,0.1577,0.2357,0,0,0,0
ENSG00000232015,HSPE1P25,0,0,0,0,0,0
ENSG00000235927,NEXN-AS1,0.0109,0.1041,0,0.1919,0,0.1033
ENSG00000162614,NEXN,0.8196,0.7897,0.3002,0.6761,0.2297,0.7053
ENSG00000162613,FUBP1,12.64,11.87,4.04,7.245,0.908,16.88
ENSG00000162616,DNAJB4,10.47,10.01,6.436,0.8156,0.566,1.345
ENSG00000273338,RP11-386I14.4,1.064,2.164,0.2852,0.3755,0,0.2021
ENSG00000213561,RP11-386I14.2,0.0581,0.1389,0,0.1025,0,0
ENSG00000137960,GIPC2,0.7254,0.7172,0.2908,0.0202,0.0287,0.0434
ENSG00000251958,RNU6-1102P,0,0,0,0,0,0
ENSG00000213560,RP11-386I14.3,0,0,0,0,0,0
ENSG00000202263,RNA5SP22,0,0,0,0,0,0
ENSG00000233333,RNFT1P2,0,0,0,0,0,0
ENSG00000237413,MGC27382,0,0,0,0,0,0
ENSG00000122420,PTGFR,1.614,0.6885,0.1075,0.05,0.0712,0.0358
ENSG00000227556,RP11-472F19.1,0,0,0,0,0,0
ENSG00000212308,RNA5SP23,0,0,0,0,0,0
ENSG00000137959,IFI44L,6.073,7.197,1.991,2.308,0.1799,1.773
ENSG00000137965,IFI44,16.11,13.32,4.431,7.548,0.6311,5.451
ENSG00000238015,RP4-641G12.3,0.1049,0,0.0703,0,0,0
ENSG00000235400,RP4-641G12.4,0.028,0,0,0,0,0.1065
ENSG00000162618,ADGRL4,2.402,3.828,0.6647,0.1067,0.0912,0.1838
ENSG00000230787,PSAT1P3,0.02,0.0239,0.0268,0,0,0
ENSG00000282898,RP4-726F1.2,0,0,0,0,0,0
ENSG00000235011,RP4-726F1.1,0,0,0,0,0,0
ENSG00000232676,ADH5P2,0,0.0237,0.0265,0,0,0
ENSG00000235756,RP11-339A11.1,0,0,0,0,0,0
ENSG00000260322,RP11-339A11.2,0,0,0,0,0,0
ENSG00000277670,RP11-339A11.3,0,0,0,0,0,0
ENSG00000236407,HMGB1P18,0,0,0,0,0,0
ENSG00000225598,RP11-339D23.1,0,0,0,0,0,0
ENSG00000213559,HNRNPA1P64,0,0,0,0,0,0
ENSG00000227062,RP11-115A15.4,0,0,0,0,0,0
ENSG00000234108,RP11-115A15.2,0,0,0,0,0,0
ENSG00000224326,RP5-933B4.1,0,0,0,0,0,0
ENSG00000234184,LINC01781,0,0,0.0841,0.3321,0.2366,2.86
ENSG00000227937,MTND2P30,0,0,0,0,0,0
ENSG00000229752,RPL7P10,0.0602,0.072,0.0403,0,0,0
ENSG00000235089,RP3-445O10.1,0,0,0,0.1221,0,0
ENSG00000223026,RN7SKP247,0,0,0,0,0,0
ENSG00000117114,ADGRL2,4.622,2.323,0.6343,0.0354,0.0397,0.1144
ENSG00000224494,HNRNPA3P14,0.0387,0,0.0259,0,0,0
ENSG00000227288,RP5-837I24.1,0.0398,0,0.0712,0.328,0,0.1513
ENSG00000227960,RP5-837I24.6,0,0,0,0,0,0
ENSG00000234953,RP5-837I24.2,0,0,0,0,0,0
ENSG00000242598,MED28P8,2.169,0.276,0.5566,0,0,0
ENSG00000236676,RP5-837I24.4,0.1041,0.0415,0,0,0,0
ENSG00000234683,RP5-837I24.5,0,0,0,0,0,0
ENSG00000215875,ST13P20,0.0836,0,0,0,0,0
ENSG00000233290,RP11-147G16.1,0,0,0,0,0,0
ENSG00000230817,LINC01362,0,0,0,0,0,0
ENSG00000236268,LINC01361,1.276,0.0671,0.1503,0,0,0
ENSG00000231364,LINC01712,0,0,0,0,0,0
ENSG00000233008,LINC01725,0.041,0.0245,0,0,0,0.0467
ENSG00000237076,RP5-836J3.1,0.0326,0,0.0436,0,0,0
ENSG00000137941,TTLL7,14.79,6.987,4.229,0.0409,0.0106,0.0401
ENSG00000233061,TTLL7-IT1,0.0838,0.0091,0,0,0,0
ENSG00000229486,RP4-552O12.1,0,0,0,0,0,0
ENSG00000271576,RP11-486G15.2,2.821,4.171,0.5958,0.1716,0.0349,0.6859
ENSG00000142875,PRKACB,63.52,33.05,17.95,3.58,1.238,3.364
ENSG00000213540,RP11-486G15.1,0,0.2159,0,0.1592,0,0.257
ENSG00000226970,RP11-82H13.2,0.5471,0.109,0.1222,0.3217,0,0.3462
ENSG00000199959,SNORA2,0,0,0,0,0,0
ENSG00000203943,SAMD13,0.7949,0.3457,0.3043,0,0.013,0.0196
ENSG00000249237,RP11-376N17.4,0,0,0,0,0,0.0709
ENSG00000240520,UOX,0.1107,0.1544,0,0,0,0.035
ENSG00000137976,DNASE2B,0.4522,0.3605,0.0808,0,0,0
ENSG00000117133,RPF1,14.74,12.95,5.399,9.47,2.136,16.55
ENSG00000174021,GNG5,30.9,54.98,33.59,129.2,21.54,214.4
ENSG00000122432,SPATA1,0.2313,0.2987,0.1239,0.31,0,0.2459
ENSG00000117151,CTBS,1.485,2.12,0.6556,4.323,0.9495,6.096
ENSG00000180869,LINC01555,0.0154,0,0,0,0,0
ENSG00000232622,RP11-484D4.3,0,0,0,0,0,0
ENSG00000117155,SSX2IP,8.813,4.045,3.867,0.4206,0.3076,0.7744
ENSG00000171517,LPAR3,0.2135,0.0751,5.956,0.1108,0,0.2384
ENSG00000153898,MCOLN2,0.0883,0.0812,0.1273,3.485,0.1109,5.749
ENSG00000162643,WDR63,0.1191,0.1492,0.0988,0.02,0.0143,0.1077
ENSG00000055732,MCOLN3,0.3796,0.1808,0.153,0.0355,0.0169,0.2105
ENSG00000266110,MIR4423,0,0,0,0,0,0
ENSG00000280099,RP11-33E12.2,1.037,1.085,0.1736,0.0457,0,0.1968
ENSG00000097096,SYDE2,0.1695,0.1448,0.2217,0.0285,0,0.0153
ENSG00000162642,C1orf52,14.26,10.13,5.107,1.802,0.417,3.705
ENSG00000223254,Y_RNA,0,0,0,0,0,0.7895
ENSG00000142867,BCL10,2.065,2.256,1.514,3.973,0.8073,6.083
ENSG00000223653,RP11-131L23.1,0.1014,0.1091,0.1223,0,0.0127,0
ENSG00000153904,DDAH1,98.91,121.3,84.4,0.0938,0.0267,0.2624
ENSG00000199459,Y_RNA,0,0,0,0,0,0
ENSG00000273264,RP11-131L23.2,0.4863,1.09,1.466,0.2144,0,0
ENSG00000282057,RP4-621F18.2,0.1656,0.1733,0.1387,0,0.0174,0
ENSG00000272691,RP11-290M5.4,0.3662,0.1095,0.368,0,0,0
ENSG00000142871,CYR61,11.26,23.16,2.234,0.9591,0.6948,7.295
ENSG00000199934,SNORD81,0,0,0,0,0,0
ENSG00000230285,RP11-290M5.2,0,0,0,0,0,0
ENSG00000117174,ZNHIT6,6.354,6.216,3.559,0.9879,0.0632,2.515
ENSG00000171502,COL24A1,0.7627,0.2725,0.0218,0.0082,0,0.0751
ENSG00000201620,RNA5SP51,0,0,0,0,0,0
ENSG00000229505,RP4-682E18.1,0,0,0,0,0,0
ENSG00000122417,ODF2L,3.31,1.787,0.6567,0.6634,0.183,1.82
ENSG00000278281,MIR7856,0,0,0,0,0,0
ENSG00000231349,RP11-444C12.1,0,0,0,0,0,0
ENSG00000137975,CLCA2,0.193,0.142,0.0133,0.0262,0.0124,0.0188
ENSG00000016490,CLCA1,0.0466,0.0319,0.0535,0,0,0.0632
ENSG00000016602,CLCA4,6.655,1.578,1.67,0.0233,0.0249,0.025
ENSG00000224466,CDCA4P2,0,0.037,0,0,0,0
ENSG00000236915,RP4-651E10.4,0.8378,0.4453,0.2494,0,0,0
ENSG00000153923,CLCA3P,0,0.0082,0,0,0,0
ENSG00000261737,RP4-612B15.3,4.792,2.935,0.8064,0.3267,0.0582,0.3956
ENSG00000097033,SH3GLB1,18.74,21.76,10.63,14.24,7.788,23.52
ENSG00000230721,RP4-612B15.2,0.1203,0.1438,0.0537,0,0,0
ENSG00000183291,SELENOF,55.98,65.09,34.87,35.59,7.353,61.7
ENSG00000153936,HS2ST1,10.07,9.823,5.806,1.046,0.3199,1.387
ENSG00000267734,RP4-604K5.3,0,0,0.04,0,0,0.1132
ENSG00000235251,RP11-384B12.2,0,0,0,0,0,0
ENSG00000225568,RP11-384B12.3,0,0,0,0,0,0
ENSG00000267272,LINC01140,0.6724,0.5466,0.1908,0.035,0.025,0.1195
ENSG00000284240,RP5-1043L3.1,0.0135,0,0,0.008,0,0
ENSG00000143013,LMO4,31.89,27.79,9.157,5.322,0.604,5.605
ENSG00000227290,LINC01364,0,0.1496,0.0335,0,0.0314,0
ENSG00000199318,RNA5SP52,0,0,0,0,0,0
ENSG00000279778,RP11-60A14.1,0.0144,0.0345,0.0483,0,0,0
ENSG00000224235,LINC01773,0.1131,0,0,0,0,0
ENSG00000270507,CTA-21C21.1,0,0,0,0,0,0
ENSG00000239504,RN7SL583P,0.5426,0.1854,0.1039,0,0,0
ENSG00000230053,RP11-76N22.1,0,0.5061,0.162,0,0,0
ENSG00000274321,uc_338,0,0,0,0,0,0
ENSG00000237505,PKN2-AS1,0.2353,0.0963,0.2074,0,0.0233,0
ENSG00000237959,RPL36AP10,0,0,0,0,0,0
ENSG00000065243,PKN2,4.807,4.545,2.531,3.407,0.7736,4.118
ENSG00000207234,RNU6-125P,0.2079,0,0,0,0,0
ENSG00000241975,ELOCP19,1.413,0.4223,0.1183,1.557,0.8876,1.509
ENSG00000137947,GTF2B,12.66,13.12,3.898,7.778,1.759,13.54
ENSG00000235308,RP11-82K18.2,0.0937,0,0,0,0,0
ENSG00000137944,KYAT3,15.96,8.704,2.921,8.353,1.766,16.88
ENSG00000213516,RBMXL1,7.188,9.085,5.499,2.983,0.1635,3.723
ENSG00000117226,GBP3,1.823,3.973,0.5501,3.501,0.4535,3.839
ENSG00000202385,Y_RNA,0,0,0,0,0,1.184
ENSG00000117228,GBP1,1.417,7.099,0.3702,20.57,0.7842,10.92
ENSG00000234518,PTGES3P1,6.955,8.262,1.604,12.92,1.331,15.92
ENSG00000162645,GBP2,1.633,10.95,0.3373,132.9,10.66,114.4
ENSG00000213512,GBP7,0.0364,0.0871,0,0.5352,0.0305,0
ENSG00000162654,GBP4,2.545,1.906,0.2189,16.98,0.7439,9.403
ENSG00000154451,GBP5,0.1347,0.3328,0.0361,65.13,2.003,21.85
ENSG00000238081,RP4-620F22.3,0,0,0,0,0,0
ENSG00000233235,RP5-908D6.1,0,0,0,0,0,0
ENSG00000183347,GBP6,0.1043,0.0445,0.1297,0.2102,0.103,0.0566
ENSG00000215874,CAPNS1P1,0,0,0,0,0,0.0667
ENSG00000225492,GBP1P1,0.3594,0.7918,0.1394,0.2836,0.0238,0.1975
ENSG00000197147,LRRC8B,10.19,4.685,1.19,0.3744,0.0175,0.9119
ENSG00000231999,FLJ27354,3.829,2.845,1.78,0.4687,0.0911,1.399
ENSG00000230735,RP11-413E1.4,0,0,0,0,0,0
ENSG00000171488,LRRC8C,1.875,1.4,0.2797,1.416,0.2313,4.258
ENSG00000226394,RP11-413E1.2,0,0,0,0,0,0.2975
ENSG00000231613,RP5-943J3.1,1.093,0.5227,0,0.4626,0,0.166
ENSG00000272931,RP5-943J3.2,0.6402,0.7656,0.1715,0.2259,0.0805,1.823
ENSG00000171492,LRRC8D,13.33,8.982,2.371,5.435,0.5302,9.471
ENSG00000272672,RP11-302M6.5,0.244,0,0,0.0717,0,0
ENSG00000252797,RN7SKP272,0,0.2294,0,0,0,0
ENSG00000228175,GEMIN8P4,3.448,1.277,0.4906,0.1077,0.0767,0.5215
ENSG00000162664,ZNF326,6.226,4.125,3.832,0.9432,0.1349,1.442
ENSG00000212459,RNU6-695P,0,0,0,0,0,0
ENSG00000229201,RP5-827O9.1,0,0,0,0,0,0
ENSG00000199666,U3,0,0,0,0,0,0
ENSG00000143032,BARHL2,0.0225,0.1748,0.0602,0,0,0
ENSG00000233593,RP4-665J23.1,24.66,13.55,16.83,0,0,0.2067
ENSG00000225446,LINC01763,0.4027,0.1032,0.0963,0,0,0
ENSG00000272094,RP4-665J23.4,0,0,0,0,0.0636,0
ENSG00000232882,PHKA1P1,0.0358,0,0,0.1264,0,0.136
ENSG00000122482,ZNF644,5.465,4.615,2.642,0.4645,0.2096,0.7055
ENSG00000232393,RPL5P6,0,0,0,0,0,0
ENSG00000162669,HFM1,0.8655,0.7607,0.3479,0.0229,0,0
ENSG00000206817,Y_RNA,0.2225,0,0,0,0,0
ENSG00000215873,FEN1P1,0,0,0,0,0,0
ENSG00000097046,CDC7,4.847,7.263,0.9469,0.7171,0.2201,1.413
ENSG00000241318,WDR82P2,0.024,0,0,0,0,0
ENSG00000229067,RP11-91I11.1,0,0,0,0,0,0
ENSG00000203914,HSP90B3P,0.0426,0.017,0,0.1002,0.0357,0
ENSG00000069702,TGFBR3,1.775,5.39,1.542,3.159,0.6416,3.093
ENSG00000239794,RN7SL653P,0,0,0,0,0,0
ENSG00000137948,BRDT,0.0462,0.0061,0.0619,0,0,0.0195
ENSG00000172031,EPHX4,3.103,0.9692,0.6753,0,0,0.0375
ENSG00000233228,LPCAT2BP,0,0,0,0,0,0
ENSG00000230667,SETSIP,0.0245,0.0878,0,0.1727,0.0615,0.0465
ENSG00000284413,BTBD8,0.646,0.3203,0.4433,0.0278,0,0.0598
ENSG00000224678,GAPDHP46,0,0,0,0.079,0,0
ENSG00000233401,PRKAR1AP1,0.0383,0,0,0,0,0
ENSG00000069712,KIAA1107,12.98,5.142,2.246,0.1356,0.0725,0.2463
ENSG00000273487,RP4-621B10.8,4.663,3.724,1.959,0.0303,0,0
ENSG00000226773,RP4-775D17.1,0,0,0,0,0,0
ENSG00000203910,C1orf146,0.1048,0,0,0,0,0
ENSG00000233125,ACTBP12,0,0,0,0,0,0.101
ENSG00000174842,GLMN,7.197,4.179,1.727,0.6165,0.0686,1.14
ENSG00000122484,RPAP2,1.875,1.032,0.4619,0.3214,0.0873,0.6521
ENSG00000242764,RN7SL824P,0,0,0,0,0,0
ENSG00000162676,GFI1,0.1415,0.0967,0,7.192,0.8132,5.745
ENSG00000067208,EVI5,3.309,2.732,1.487,0.5548,0.0608,0.8268
ENSG00000223787,RP4-593M8.1,0,0,0,0,0,0.1221
ENSG00000229992,HMGB3P9,0,0,0,0,0,0.1449
ENSG00000201317,RNU4-59P,0,0,0,0,0,0
ENSG00000225505,RP11-330C7.3,0,0,0,0,0,0
ENSG00000234202,RP11-330C7.4,0,0,0,0,0,0
ENSG00000223896,CCNJP2,0,0,0,0,0,0.0726
ENSG00000122406,RPL5,465.2,490.9,263.3,261.6,57.22,719.5
ENSG00000154511,FAM69A,17.99,22.49,3.799,1.333,0.4794,3.553
ENSG00000206680,SNORD21,0,0.8401,0,3.718,0,5.335
ENSG00000207523,SNORA66,0.5018,1.2,0,1.475,0,2.858
ENSG00000207022,SNORA51,0,0,0,0,0,0
ENSG00000229052,RP11-386I23.1,0.0131,0.0391,0.0175,0.1153,0,0.1489
ENSG00000252121,RNU6-970P,0,0,0,0,0,0
ENSG00000239710,RN7SL692P,0,0,0,0,0,0
ENSG00000252752,RNU6-210P,0,0,0,0,0,0
ENSG00000222664,RN7SKP123,0,0,0,0,0,0
ENSG00000251837,Y_RNA,0,0,0,0,0,0
ENSG00000143033,MTF2,4.175,5.954,1.592,3.413,0.483,3.531
ENSG00000117500,TMED5,4.3,7.168,2.242,3.988,0.8246,5.084
ENSG00000122483,CCDC18,0.8044,0.5277,0.117,0.3081,0.0231,0.5498
ENSG00000237003,RP4-612C19.1,0,0,0,0,0,0
ENSG00000225297,RP4-612C19.2,0.1203,0,0,0,0,0
ENSG00000223745,CCDC18-AS1,1.648,3.192,0.6839,3.533,0.4155,5.409
ENSG00000229567,RP4-717I23.2,0,0,0,0.2322,0,0.2499
ENSG00000117505,DR1,6.155,6.967,2.153,3.989,0.5949,5.927
ENSG00000229635,RP4-713B5.2,0.7821,1.507,0.0582,0,0.0546,0.0825
ENSG00000207379,Y_RNA,0,0,0,0,0,0
ENSG00000137942,FNBP1L,13.88,11.24,5.911,0.2418,0.2331,0.8651
ENSG00000212601,RNA5SP53,0,0,0,0,0,0
ENSG00000137936,BCAR3,5.335,5.933,3.786,0.4232,0.0181,0.6285
ENSG00000224093,RP5-1033H22.2,0.0975,0,0,0,0,0.2083
ENSG00000230439,RP11-488P3.1,0.0532,0.3343,0.0713,0.0704,0,0
ENSG00000211575,MIR760,0,0,0,0,0,0
ENSG00000260464,RP4-561L24.3,3.376,2.094,0.9452,0.0222,0.0317,0.0239
ENSG00000067334,DNTTIP2,6.81,6.922,3.452,2.516,0.7569,5.723
ENSG00000023909,GCLM,3.427,6.877,2.117,1.441,0.3714,2.844
ENSG00000223490,CHCHD2P5,0,0,0,0,0,0
ENSG00000234099,MTND4P11,0,0,0,0,0,0
ENSG00000235794,MTND3P21,0,0,0,0,0,0
ENSG00000232752,MTCO3P21,0,0,0,0,0,0
ENSG00000229842,MTATP6P13,0,0,0,0,0,0
ENSG00000250890,RP5-837O21.8,0,0,0,0,0,0
ENSG00000236689,MTCO2P21,0,0,0,0,0,0
ENSG00000226960,MTCO1P21,0,0,0,0,0,0
ENSG00000233129,RP5-837O21.2,0,0,0,0,0,0
ENSG00000198691,ABCA4,0.1601,0.0779,0.0654,0,0,0.0103
ENSG00000233482,RP11-78O9.1,0,0,0,0,0,0
ENSG00000137962,ARHGAP29,2.163,2.671,0.4912,0.0308,0.0239,0.0482
ENSG00000264963,RN7SL440P,0,0,0,0,0,0
ENSG00000226835,RP11-148B18.1,0.0227,0,0,0,0,0.0862
ENSG00000178596,GAPDHP29,0,0,0,0,0,0
ENSG00000236098,RP11-148B18.4,0,0,0,0,0,0
ENSG00000232918,RP11-366L18.1,0,0,0,0,0,0
ENSG00000117528,ABCD3,8.311,8.188,4.753,0.7359,0.1785,1.045
ENSG00000117525,F3,47.32,184.5,41.69,0.2047,0.0486,0.0882
ENSG00000223675,RP11-86H7.6,0.0615,0.5882,0,0,0,0
ENSG00000224081,SLC44A3-AS1,0.7433,1.312,0.5426,0.0079,0,0.0423
ENSG00000232857,KATNBL1P2,0,0,0,0,0,0
ENSG00000263526,MIR378G,0,0,0,0,0,0
ENSG00000143036,SLC44A3,4.389,11.02,4.997,0.0821,0.0195,0.2797
ENSG00000117519,CNN3,107,291.1,85.85,0.3734,0.2956,1.682
ENSG00000235501,RP4-639F20.1,16.91,29.02,9.543,0.0776,0,0.2504
ENSG00000172339,ALG14,1.533,1.254,0.5941,0.1059,0.0058,0.2455
ENSG00000230427,RP11-313A24.1,0.1624,0.3884,0.0544,0,0,0
ENSG00000152078,TMEM56,4.98,3.95,4.136,0.3393,0.8348,0.4337
ENSG00000231992,RP11-57H12.2,0.1059,0,0,0,0,0
ENSG00000206679,Y_RNA,0,0,0,0,0,0
ENSG00000226026,RP11-57H12.3,0.524,0.2337,0.2023,0.094,0.1228,0.0843
ENSG00000122481,RWDD3,12.26,9.463,7.7,0.4554,0.395,1.172
ENSG00000228852,RP11-57H12.5,0.1255,0.1126,0.2102,0,0,0
ENSG00000228504,LINC01760,0.1165,0,0,0,0,0
ENSG00000230434,LINC01650,0,0,0,0,0,0
ENSG00000237954,RP11-14O19.2,0,0,0,0,0,0
ENSG00000233907,LINC01761,0,0,0,0,0,0
ENSG00000228971,RP11-286B14.1,7.993,1.305,1.448,0,0,0
ENSG00000271252,RP11-286B14.2,0,0,0,0,0,0
ENSG00000237435,RP11-147C23.1,0,0,0,0,0,0
ENSG00000200800,RNU1-130P,0,0,0,0,0,0
ENSG00000231987,LINC01787,0,0,0,0,0,0
ENSG00000225923,RP4-736I12.1,0,0,0,0,0,0
ENSG00000234422,UBE2WP1,0,0,0,0,0,0
ENSG00000228502,EEF1A1P11,0.8489,0.747,0.5579,1.187,0.2416,0.8211
ENSG00000241992,RN7SL831P,0,0,0,0,0,0
ENSG00000234226,NDUFS5P2,0,0,0,0,0,0
ENSG00000137970,RPL7P9,3.425,3.419,3.432,1.103,1.048,0.3958
ENSG00000223229,RN7SKP270,0.0713,0,0,0,0,0
ENSG00000117569,PTBP2,5.174,2.501,2.514,0.5733,0.1318,0.8815
ENSG00000188641,DPYD,1.73,1.782,0.5169,9.723,1.81,16.4
ENSG00000232878,DPYD-AS1,0,0,0,0.4297,0.0408,0.4008
ENSG00000232542,DPYD-IT1,0.0555,0,0,0,0.1395,0.316
ENSG00000228057,SEC63P1,0.0707,0.1692,0.0474,0.3743,0.0445,0.873
ENSG00000226128,RPL26P9,0,0.1229,0,0.3625,0,0.0975
ENSG00000230718,RP11-272L13.2,0,0.0743,0,0,0,0
ENSG00000235777,DPYD-AS2,0,0,0,0,0,0
ENSG00000270911,RP11-272L13.4,0,0,0,0.1882,0.0447,0.1013
ENSG00000269998,LINC01930,2.685,0.7645,0.3426,0,0,0
ENSG00000259946,RP11-490G2.2,0.9218,0.294,0.0988,0,0,0
ENSG00000225206,MIR137HG,1.432,0.2663,0.108,0,0,0
ENSG00000233557,NFU1P2,0,0,0,0,0,0
ENSG00000226053,LINC01776,0.0799,0.0239,0.0669,0,0,0
ENSG00000280040,RP11-296E3.2,0.2648,0.0396,0.2661,0,0,0
ENSG00000162627,SNX7,9.751,10.04,3.966,0.1139,0.0541,0.0817
ENSG00000117598,PLPPR5,8.144,2.484,1.545,0,0,0
ENSG00000232825,RP5-896L10.1,0.4387,0.0684,0.0767,0,0,0
ENSG00000227034,RP11-234N17.1,0.4328,0.3106,0.6959,0.4581,0,0.6574
ENSG00000117600,PLPPR4,21.65,6.406,2.346,0,0.005,0.0076
ENSG00000233983,RP4-735N21.1,0,0,0,0,0,0
ENSG00000224445,LINC01708,0,0.0255,0,0,0,0
ENSG00000099260,PALMD,6.76,5.586,1.306,0.2313,0.1236,1.385
ENSG00000223656,HMGB3P10,1.478,0.2791,0.0521,0,0,0
ENSG00000156869,FRRS1,0.1009,0.1114,0.0624,0.3424,0,0.3981
ENSG00000201491,RNU4-75P,0.1524,0,0,0,0,0
ENSG00000202254,Y_RNA,0,0,0,0,0,0
ENSG00000231996,RP4-581O6.1,0,0,0,0,0,0
ENSG00000162688,AGL,5.124,3.01,2.977,0.7279,0.2129,0.8146
ENSG00000228084,RP5-884G6.2,1.736,0.3774,0.4228,0,0,0
ENSG00000117620,SLC35A3,1.375,1.289,0.956,0.3223,0.0674,0.4185
ENSG00000212248,RNU6-750P,0,0,0,0,0,0
ENSG00000202259,RNU6-1318P,0,0,0,0,0,0
ENSG00000156875,MFSD14A,14.42,19.19,4.97,13.21,1.51,16.41
ENSG00000241073,RP4-714D9.2,0,0,0,0,0,0
ENSG00000156876,SASS6,0.9733,0.9471,0.3402,0.3412,0.0988,0.505
ENSG00000226952,RP4-714D9.4,0,0,0,0.1557,0,0
ENSG00000122435,TRMT13,3.749,3.142,1.876,0.8198,0.2414,1.235
ENSG00000122477,LRRC39,7.19,4.998,0.3911,0.1626,0.0772,0.8168
ENSG00000137992,DBT,3.029,3.171,2.083,0.4132,0.0792,0.7586
ENSG00000271415,RPL23AP90,0.0943,0,0,0,0,0
ENSG00000225169,BRI3P1,0,0,0,0.1038,0,0.2235
ENSG00000230287,RP11-305E17.4,0.2004,0,0,0,0,0
ENSG00000224616,RTCA-AS1,2.262,1.761,0.916,0.6494,2.512,0.1997
ENSG00000137996,RTCA,15.33,10.33,5.182,4.432,0.847,9.638
ENSG00000207750,MIR553,0,0,0,0,0,0
ENSG00000215871,RP5-837M10.1,0,0,0,0,0,0
ENSG00000223906,RP5-837M10.2,0,0,0,0,0,0
ENSG00000079335,CDC14A,1.968,2.353,1.608,1.18,0.1509,4.217
ENSG00000234332,BCAS2P2,0.033,0.0395,0,0.2911,0,2.068
ENSG00000228086,RP5-837M10.4,0,0,0,0.2174,0,0.351
ENSG00000181656,GPR88,3.25,2.21,0.2561,0.0225,0,0.1331
ENSG00000213421,RP11-84O12.2,0,0,0,0,0,0
ENSG00000230402,LINC01349,0.0448,0.1071,0,0,0,0
ENSG00000224685,RP11-84O12.3,0,0,0,0,0,0
ENSG00000162692,VCAM1,3.408,6.915,0.3941,0.9997,0.018,0.9671
ENSG00000162694,EXTL2,6.985,4.27,1.773,0.4187,0.0952,0.374
ENSG00000162695,SLC30A7,1.485,2.087,0.5872,2.076,0.2904,3.021
ENSG00000230946,HNRNPA1P68,0.0909,0,0,0.0802,0,0.1726
ENSG00000117543,DPH5,7.658,6.627,2.578,1.944,0.4416,3.73
ENSG00000235795,RP11-421L21.2,0.1658,0,0.0888,0.3509,0,1.007
ENSG00000233184,RP11-421L21.3,4.115,2.71,1.735,0.6188,0.1187,1.639
ENSG00000252765,SCARNA16,0,0,0,0,0,0
ENSG00000271578,RP5-1033H2.1,0,0,0,0,0,0
ENSG00000225938,RP4-575N6.4,1.767,1.716,0.4438,0.779,0,1.363
