"Taxonomy_ID","Organism_Name","Host","GC_content","Size_Kb","Number_Of_Proteins"
1981553,"Staphylococcus phage vB_Sau_S24","bacteria",30.9,139.997,209
1591072,"Listeria phage vB_LmoS_188","bacteria",35.9,38.392,60
2608371,"Shigella phage Sfin-4","bacteria",45.2,50.407,83
1315261,"human papillomavirus 164","human",38,7.233,7
1891726,"Alphapolyomavirus quintihominis","human",40.6,5.392,5
1777058,"Mycobacterium phage JenCasNa","bacteria",64,50.877,91
1985401,"Pteropus associated gemycircularvirus 7","vertebrates",52.4,2.155,3
424370,"Bat coronavirus HKU9-4","vertebrates",41.6,29.155,8
2558575,"Streptococcus satellite phage Javan218","bacteria",33.2,12.126,19
2599863,"Mycobacterium phage Geraldini","bacteria",66.6,59.818,96
2576944,"Dar es Salaam virus TZ-189","human",40.0992,11.559,3
1922697,"Beihai sobemo-like virus 25","invertebrates",49.8,3.995,3
1615758,"Tofla virus","invertebrates",47.0321,18.467,3
2530146,"Mycobacterium phage Rutherferd","bacteria",63.7,52.364,91
578107,"Daphne mosaic virus","land plants",44.4,9.548,2
2170106,"Camel associated porprismacovirus 2","vertebrates",47.5,2.516,2
2015820,"Mycobacterium phage Krueger","bacteria",66.5,60.321,100
2268914,"Vibrio phage H2 PGK-2017","bacteria",43.1,46.149,75
2249930,"Ashy storm petrel gyrovirus","vertebrates",52.9,2.394,4
2711172,"Pseudomonas phage MR5","bacteria",57.6,41.27,60
2282629,"Klebsiella phage KN1-1","bacteria",52.8,40.236,22
1913124,"Cowpea polerovirus 1","land plants",50.4,5.845,7
1391033,"Faeces associated gemycircularvirus 4","vertebrates",51.9,2.224,3
2686081,"Arthrobacter phage LittleTokyo","bacteria",66,38.969,73
1000689,"Tomato leaf curl Bangladesh betasatellite [India/Patna/Chilli/2008]","land plants",41.2,1.373,1
2588129,"Gordonia phage Melba","bacteria",67.1,48.35,79
2596712,"Bacteroides phage Barc2635","bacteria",38.9,45.99,67
1881356,"Vibrio phage 1.254.O._10N.286.45.C8","bacteria",45.5,32.699,45
908016,"Bhendi yellow vein India betasatellite [India:Pandarahalli:OY168:2006]","land plants",43,1.383,1
2588520,"Aeromonas phage 4L372XY","bacteria",35.6,124.279,221
2169841,"Cotton leaf curl Lucknow alphasatellite","land plants",43.1,1.396,1
461290,"Foot-and-mouth disease virus O/UKG/9161/2001","vertebrates",53.7,8.193,1
2488971,"Mycobacterium phage Keitherie","bacteria",66.4,69.085,105
2304491,"Culex Biggie-like virus","invertebrates",38.7,9.2,3
1923123,"Hubei picorna-like virus 42","invertebrates",36.1,9.129,2
2108116,"Xanthomonas phage RiverRider","bacteria",49.4,76.335,90
2530023,"Pseudomonas phage Psa21","bacteria",43.1,305.26,420
741733,"Malvastrum yellow mosaic Cameroon alphasatellite","land plants",40,1.416,1
2563498,"Pseudomonas phage vB_Pae_BR144a","bacteria",61.4,39.861,67
1494668,"Utive virus","vertebrates",30.9051,12.254,3
2740749,"Bughendera virus","invertebrates",37.8,10.895,5
1814288,"Flavobacterium phage Fpv8","bacteria",32,42.696,58
2040289,"Mycobacterium phage OKCentral2016","bacteria",65.1,50.072,83
1923760,"Xingshan nematode virus 1","invertebrates",36.7,11.374,3
2849726,"dermapteran chu-related virus 142","invertebrates",40.8435,10.645,4
1109721,"Shigella phage EP23","bacteria",54.4,44.077,57
1685748,"Lake Sarah-associated circular virus-21","invertebrates",49.2,1.762,2
908042,"Bhendi yellow vein India virus [India:Pandarahalli:OY168A:2006]","land plants",42.9,2.743,7
2041204,"Salmonella phage LVR16A","bacteria",40.1,111.601,164
2365052,"Streptococcus phage CHPC931","bacteria",39.2,36.49,49
2170409,"Capra aegagrus polyomavirus 1","vertebrates",41,4.7,6
2544986,"Pseudomonas phage RSP","bacteria",56.1,63.016,89
461295,"Foot-and-mouth disease virus O/UKG/5470/2001","vertebrates",53.6,8.193,1
2447827,"Scotophilus kuhlii polyomavirus 2","vertebrates",43.5,5.169,4
2499242,"Caaingua virus","invertebrates",51.3,12.096,2
10760,"Escherichia phage T7","bacteria",48.4,39.937,60
1606763,"Mycobacterium phage Kratio","bacteria",65.7,62.738,99
1618254,"Avon-Heathcote Estuary associated circular virus 3","invertebrates",44.3,2.656,2
2591068,"Arthrobacter phage Grekaycon","bacteria",61,51.091,78
2591644,"Prokaryotic dsDNA virus sp.","archaea",38.2,182.486,232
2316019,"Escherichia phage vB_vPM_PD114","bacteria",37.5,150.354,239
198068,"Santee-Cooper ranavirus","vertebrates",55.3,1.392,1
2749449,"Coronavirus cyb-BetaCoV/2019","human",36.6,30.499,6
2716352,"Escherichia phage 500465-2","bacteria",52.4,33.041,45
1755754,"Penicillium aurantiogriseum bipartite virus 1","fungi",53.9595,3.912,3
1746070,"Wuhan cricket virus","invertebrates",40.4677,10.485,6
2686082,"Arthrobacter phage Giantsbane","bacteria",50.1,56.734,94
1881351,"Vibrio phage 1.231.O._10N.261.49.F8","bacteria",42.1,44.527,76
2491318,"Staphylococcus phage phiSP119-3","bacteria",35.6,44.311,68
2559111,"Mona Grita virus","invertebrates",41.0713,12.256,4
12336,"Clostridium phage c-st","bacteria",26.3,185.683,198
271479,"Papaya leaf curl Guandong virus","land plants",43.9,2.742,6
223331,"Tobacco curly shoot virus - [Y1]","land plants",41.6,2.746,6
241651,"Amaranthus leaf mottle virus","land plants",42.1,1.777,1
1608095,"Wenzhou Shrimp Virus 1","invertebrates",48.4183,10.151,3
1608091,"Wenzhou Crab Virus 1","invertebrates",44.8,9.591,3
2591128,"Mycobacterium phage HokkenD","bacteria",60.8,113.067,231
2653723,"Mycobacterium phage Prickles","bacteria",66.4,68.454,102
2713154,"Pseudomonas phage BIM BV-45","bacteria",58.1,40.565,46
1922652,"Beihai rhabdo-like virus 2","invertebrates",44.1,12.016,4
1497391,"New Jersey polyomavirus-2013","human",39.3,5.108,6
1922661,"Beihai sesarmid crab virus 1","invertebrates",41.7,8.87,2
1922722,"Beihai tombus-like virus 19","invertebrates",61.1,5.695,3
908080,"Bhendi yellow vein mosaic betasatellite [India:Raichur:OY54:2005]","land plants",37.3,1.364,1
1432857,"Formica exsecta virus 2","invertebrates",35.7,9.16,1
2283245,"Gordonia phage Beyoncage","bacteria",59.6,66.61,96
1266458,"Tomato mottle wrinkle virus","land plants",39.0021,5.124,8
1922606,"Beihai picorna-like virus 60","invertebrates",40.7,8.818,1
743030,"Okra yellow crinkle Cameroon alphasatellite [CM:Njo5sp3:09]","land plants",38.8,1.353,1
2759205,"Vibrio phage vB_VnaS-AQKL99","bacteria",45.9,58.464,62
242861,"Burkholderia phage BcepNazgul","bacteria",60.6,57.455,73
1758139,"Colombian potato soil-borne virus","land plants",44.3488,12.362,7
1983563,"Lake Sinai Virus SA2","invertebrates",53.6,5.898,4
2419738,"Aeromonas phage Assk","bacteria",39,231.839,379
2558732,"Streptococcus satellite phage Javan538","bacteria",37.7,9.946,13
1932007,"Lactobacillus phage BH1","bacteria",44.8,40.721,57
1881384,"Vibrio phage 1.124.O._10N.286.49.B1","bacteria",43.5,47.604,70
1848152,"Fusarium poae mitovirus 3","fungi",37.9,2.718,1
2743885,"Rheinheimera phage vB_RspM_barba_12-8F","bacteria",38.2,80.435,160
2163899,"Acinetobacter phage vB_AbaM_B9","bacteria",32.6,93.641,167
201489,"Foot-and-mouth disease virus HKN/2002","vertebrates",55.3,8.104,1
1647311,"Mycobacterium phage Mindy","bacteria",63,75.796,147
1868220,"Bat associated circovirus 3","vertebrates",46.1,1.76,2
2675265,"Lactococcus phage PC_S1","bacteria",36.1,21.629,36
2662294,"Lactococcus phage P1046","bacteria",34.1,54.289,77
312349,"Procyon lotor papillomavirus 1","vertebrates",45.9,8.17,7
1881233,"Vibrio phage 1.239.O._10N.261.52.F6","bacteria",43,38.618,64
2696381,"Escherichia phage altidsur","bacteria",55.7,42.197,54
1125653,"Salmonella phage SPN1S","bacteria",50.2,38.684,52
2548302,"Streptococcus phage Javan69","bacteria",41.2,33.053,39
2052651,"Vombatid gammaherpesvirus 1","vertebrates",43,109.717,71
2250313,"Proteus phage vB_PmiP_RS51pmB","bacteria",47,42.396,83
35252,"Alcelaphine gammaherpesvirus 1","vertebrates",48.3,157.167,72
223293,"Mungbean yellow mosaic virus-Soybean[Madurai]","land plants",41.9197,5.399,8
248053,"Farallon virus","invertebrates",38.0802,18.464,3
1927013,"Aquamicrobium phage P14","bacteria",57.8,40.551,48
2584753,"Caulobacter phage Jess A","bacteria",64.3,45.011,55
1923663,"Wenzhou tombus-like virus 10","invertebrates",44.6,4.443,2
1397671,"Tomato leaf curl betasatellite-[India:Surat:2012]","land plants",34.8,1.133,1
1225790,"Pseudomonas phage MPK7","bacteria",62.1,42.874,53
2249467,"Pseudomonas phage SCYZ1","bacteria",52.7,47.475,62
2920890,"Mycobacterium phage PackMan","bacteria",62.6,51.339,93
1608451,"Phytophthora parasitica virus","fungi",45.7,3.753,3
2250363,"Mycobacterium phage OctaviousRex","bacteria",66.6,41.88,62
1045778,"Helicoverpa armigera densovirus","invertebrates",38.6,4.926,3
2704943,"Escherichia phage Ec_Makalu_001","bacteria",40.6,163.752,272
1235659,"Staphylococcus phage vB_SauM_Remus","bacteria",30,134.643,174
1445727,"Mycobacterium phage Oaker","bacteria",57.5,69.099,92
2739222,"Bactrocera dorsalis cripavirus","invertebrates",36.4,9.117,2
2077135,"Mycobacterium phage HC","bacteria",67.2,46.305,78
223304,"Pepper huasteco yellow vein virus-[Sinaloa]","land plants",42.0619,5.214,7
1881289,"Vibrio phage 1.009.O._10N.261.51.C9","bacteria",57.7,44.443,62
10261,"Fowlpox virus","vertebrates",31.4,293.578,282
1788432,"Bat mastadenovirus WIV10","vertebrates",55.2,37.556,33
2026237,"Porcine enteric alphacoronavirus GDS04","vertebrates",39.3,27.171,8
60875,"Mucambo virus","invertebrates",48.2,11.391,2
2563491,"Pseudomonas phage vB_Pae_BR123a","bacteria",61.3,38.344,60
2510478,"Klebsiella phage ST11-VIM1phi8.3","bacteria",51.9,39.953,62
42789,"enterovirus D68","human",41.1,7.367,1
683735,"Aggregatibacter phage S1249","bacteria",42.4,43.97,66
1923751,"Wuhan spider virus 2","invertebrates",37.2,10.305,1
2056878,"Cacao bacilliform Sri Lanka virus","land plants",42.5,7.215,4
2606251,"Barkedji-like virus","invertebrates",50,10.885,1
1691958,"Brevibacillus phage Sundance","bacteria",35.5,134.27,194
2905675,"Lactococcus phage SK1","bacteria",34.5,28.451,56
2902660,"Citrobacter phage vB_CfrD_BlueShadow","bacteria",42.8,49.619,84
1300004,"Alteromonas phage vB_AmaP_AD45-P1","bacteria",43.2,103.91,120
1653304,"Fitzroy River virus","invertebrates",47.4,10.807,1
2905727,"Streptococcus phage 7201","bacteria",38.7,35.466,46
2510940,"Lactobacillus phage 3-SAC12","bacteria",40,41.292,61
1640974,"Pseudomonas phage DL68","bacteria",55.7,66.111,92
439809,"Mycobacterium phage Tweety","bacteria",61.7,58.692,109
1324128,"Habenaria mosaic virus","land plants",43,9.499,2
221529,"Tomato yellow leaf curl China virus-Tb[Y8]","land plants",42,2.727,6
1162305,"Clostridium phage phiCPV4","bacteria",34.5,17.972,28
1987509,"Ranid herpesvirus 3","vertebrates",41.8,207.914,186
1983616,"Vibrio phage JSF9","bacteria",50.6,40.007,51
2563561,"Pseudomonas phage vB_Pae_CF213b","bacteria",64.3,37.615,58
1073959,"California sea lion bocavirus 1","vertebrates",51.5,5.263,4
2136178,"Salmonella phage vB_SenS_PHB06","bacteria",39.2,84.406,112
1701852,"Mycobacterium phage Lumos","bacteria",59.3,75.586,128
10271,"Rabbit fibroma virus","vertebrates",39.5,159.857,165
2530052,"Virgibacillus phage Mimir87","bacteria",36.9,48.016,68
556524,"Armigeres subalbatus virus SaX06-AK20","invertebrates",46.4,7.51,2
2250372,"Mycobacterium phage Biglebops","bacteria",67.1,56.454,77
99486,"Atlantic halibut nodavirus","vertebrates",53.7,3.1,2
2305487,"Lactococcus phage vB_Llc_bIBBE1","bacteria",36,21.749,37
562942,"Mesta yellow vein mosaic virus-[India:Balurghat:2008]","land plants",43.8,2.752,7
2560515,"Grapevine enamovirus 1","land plants",50.4,6.227,5
2653270,"Arthrobacter phage Kuleana","bacteria",65.8,38.85,76
501372,"Beet curly top Iran virus-[Sh2]","land plants",40.6,2.844,5
1075774,"Enterobacteria phage T7M","bacteria",49.9,38.202,55
1821538,"Mycobacterium phage Xeno","bacteria",66.8,42.395,69
2563537,"Pseudomonas phage vB_Pae_CF118b","bacteria",64.4,37.734,59
1250303,"Sunflower leaf curl Karnataka alphasatellite","land plants",41.9,1.35,1
2725645,"Mycobacterium phage ANI8","bacteria",63.1,51.141,90
2070186,"Faecalibacterium phage FP_Taranis","bacteria",55.8,54.286,85
2653747,"Gordonia phage Sukkupi","bacteria",66.2,66.184,93
2023959,"Streptomyces phage Mildred21","bacteria",49.5,131.976,234
1807787,"Rhizoctonia solani endornavirus 2","fungi",40.3,15.85,1
2686229,"Microbacterium phage Terij","bacteria",70.2,55.691,94
2656588,"Mycobacterium phage Leogania","bacteria",63.4,49.006,78
1923113,"Hubei picorna-like virus 33","invertebrates",35.9,9.658,1
152177,"Dichorhavirus orchidaceae","land plants",47.21,12.414,6
10512,"Canine adenovirus 1","vertebrates",47,30.536,31
1891768,"Betapolyomavirus mastomysis","vertebrates",39.9,4.899,6
2283255,"Mycobacterium phage Hopey","bacteria",63,75.586,142
2576507,"Escherichia phage vB_EcoS-12469I","bacteria",44.4,44.219,66
2591103,"Stenotrophomonas phage Ponderosa","bacteria",60,42.612,54
1821723,"Mycobacterium phage EvilGenius","bacteria",63,53.935,93
2562111,"Escherichia phage vB_EcoM_PHB13","bacteria",40.4,165.641,274
2548109,"Streptococcus phage Javan33","bacteria",40.1,35.793,50
1308863,"Bacillus phage vB_BanS-Tsamsa","bacteria",34.3,168.876,272
754066,"Halorubrum virus CGphi46","archaea",65.1,39.784,55
37368,"Diadromus pulchellus idnoreovirus 1","invertebrates",36.1,16.57,7
2763521,"Escherichia phage vb_EcoM_bov10K2","bacteria",43.7,135.883,212
1330070,"Melegrivirus A","vertebrates",45.6,9.739,1
223258,"Cotton leaf curl Multan virus-[Okra]","land plants",43.7,2.725,6
1317107,"Allamanda leaf mottle distortion virus","land plants",44.303,5.462,8
1897434,"Serratia phage SM9-3Y","bacteria",50.7,39.631,48
309181,"Acidianus rod-shaped virus 1","archaea",39.1,24.655,41
2576493,"Escherichia phage vB_EcoS-2006IV","bacteria",44.4,44.219,66
1000692,"Tomato leaf curl Joydebpur betasatellite [India/Mograhat/Chilli/2007]","land plants",40.4,1.368,1
2200955,"Lettuce chordovirus 1","land plants",41.1,8.536,4
1922701,"Beihai sobemo-like virus 4","invertebrates",53.2,4.288,2
2544946,"Vibrio phage Rostov 7","bacteria",45.7,45.903,35
1881269,"Vibrio phage 1.249.B._10N.261.55.B9","bacteria",46.6,10.611,22
390157,"Senecavirus A","vertebrates",51.4,7.31,1
1828512,"Pepper yellow leaf curl virus PSSWS-14","land plants",43.9,2.748,5
2548235,"Streptococcus phage Javan522","bacteria",38.3,40.673,60
1176765,"Yersinia phage YpP-R","bacteria",48.3,38.284,52
1701865,"Pseudomonas phage Poseidon","bacteria",54.9,65.762,87
2507689,"Pistacia emaravirus","land plants",27.499,18.823,8
28351,"Strawberry latent ringspot virus","land plants",45.5149,11.338,2
2695837,"Escherichia phage VpaE1_ev108","bacteria",38.9,87.749,129
1881414,"Vibrio phage 1.005.O._10N.286.48.F2","bacteria",44,50.301,69
1647549,"Moraxella phage Mcat32","bacteria",42.7,30.958,45
1965491,"Staphylococcus phage IME1367_01","bacteria",33.7,43.135,68
2653771,"Streptomyces phage TomSawyer","bacteria",49.3,133.961,247
307240,"Bacillus phage GIL16c","bacteria",40.1,14.844,31
2125980,"Grenada mosquito rhabdovirus 1","invertebrates",44.1,14.42,5
430472,"Murine coronavirus SA59/RJHM","vertebrates",42,31.283,11
1165140,"Lactococcus phage ASCC324","bacteria",34.5,32.277,58
2041529,"Mycobacterium phage Dingo","bacteria",66.6,67.776,98
2419666,"Snake deltavirus F18-5","vertebrates",53.4,1.711,1
2724323,"Staphylococcus phage SAM2","bacteria",30.4,137.617,211
2582882,"Tortoise genomovirus 20","vertebrates",48.9,2.222,2
2674970,"Xylella phage Bacata","bacteria",62.9,56.232,68
908055,"Bhendi yellow vein India virus [India:Srinivaspur OYSK3:2006]","land plants",43,2.744,7
1667377,"Brucella phage 281_19","bacteria",48.2,41.143,58
1881225,"Vibrio phage 1.209.O._10N.222.52.B2","bacteria",48,43.712,65
2681598,"Escherichia phage T4","bacteria",35.3,168.903,278
2559284,"Roseobacter phage CRP-5","bacteria",45.6,39.6,58
2656575,"Mycobacterium phage Eish","bacteria",61.2,58.15,109
2283252,"Mycobacterium phage Bromden","bacteria",58.2,70.183,118
2316143,"Mouse kidney parvovirus","vertebrates",46.3,4.442,4
3019660,"Rubella virus genotype 1F","human",69.5,9.761,2
2026114,"Aeromonas phage AS-szw","bacteria",38.7,229.957,407
352882,"Angelonia flower break virus","land plants",49.7,3.962,5
2743865,"Rheinheimera phage vB_RspM_barba_12-6E","bacteria",38.2,80.347,160
1560283,"Proteus phage PM 85","bacteria",39.3,43.642,23
1923502,"Wenling narna-like virus 2","invertebrates",53.2,2.781,1
1862127,"Wild onion symptomless virus","land plants",42.9,9.369,1
2023994,"Streptomyces phage Peebs","bacteria",50.1,133.047,226
438780,"Lactobacillus phage phiPYB5","bacteria",45.5,32.847,46
504341,"Radish leaf curl virus betasatellite[India:Pratapgarh3:2008]","land plants",36.8,1.348,1
1692246,"Callinectes sapidus associated circular virus","invertebrates",49.7,1.876,2
2530153,"Mycobacterium phage Ugenie5","bacteria",62.7,50.799,86
2041383,"Leptospira phage LE4","bacteria",37.3,47.866,81
1150869,"Escherichia phage P13374","bacteria",50.2,60.894,79
1603039,"Pseudomonas phage phiNN","bacteria",54.6819,13.262,13
1476391,"Pseudomonas phage vB_PaeP_C2-10_Ab09","bacteria",54.9,72.028,83
28295,"Porcine epidemic diarrhea virus","vertebrates",42,28.033,6
2681675,"Escherichia phage vB_EcoS_XY2","bacteria",50.6,44.138,73
2699794,"Enterococcus phage 163","bacteria",37.05,301.672,372
2721854,"Penshurt virus","vertebrates",38.815,12.207,4
11135,"Feline infectious peritonitis virus","vertebrates",38.1,29.357,10
1391029,"Faecal-associated gemycircularvirus 1b","vertebrates",51.7,2.16,2
2006394,"Shinobi tetravirus","invertebrates",52.7,4.962,3
2108109,"Streptococcus phage D1024","bacteria",38.1,37.757,49
1913083,"Streptococcus phage CHPC1151","bacteria",38.5,33.507,46
1454021,"Dragonfly larvae associated circular virus-1","invertebrates",42.5,2.668,2
1913570,"Pseudomonas phage PA5","bacteria",55.5,66.182,101
2562236,"Escherichia phage Lilleto","bacteria",46.8,5.494,6
1897541,"Rhodococcus phage Natosaleda","bacteria",58.6,46.527,65
2922999,"Mycobacterium phage DeadP","bacteria",61.6,56.461,106
1923079,"Hubei permutotetra-like virus 5","invertebrates",43,4.886,2
2364130,"Phellodendron yellow ringspot associated virus","land plants",43.5,10.457,1
1821720,"Mycobacterium phage Malinsilva","bacteria",64,50.839,93
1589750,"Paenibacillus phage Diva","bacteria",42.1,37.246,60
1540094,"Citrobacter phage Moogle","bacteria",39,87.999,126
1441796,"Black medic leafroll alphasatellite 1","land plants",41.6,1.03,1
1852664,"Helicobacter phage FrB58M","bacteria",36,22.559,26
2719599,"Pseudomonas phage cory","bacteria",55.2,66.395,91
1327035,"Mycobacterium phage CASbig","bacteria",63.6,53.369,97
2584490,"Gordonia phage Agatha","bacteria",60.2,46.543,71
10826,"Panicum streak virus","land plants",53.4,2.705,3
1536605,"Leuconostoc phage Ln-9","bacteria",36.4,28.527,48
1933109,"Escherichia phage vB_EcoP_D","bacteria",45,44.931,59
1983447,"Mycobacterium phage Shandong1","bacteria",67.5,60.618,96
1881291,"Vibrio phage 1.016.O._10N.286.46.A11","bacteria",43.3,48.078,89
1933412,"Escherichia phage vB_EcoS-IME253","bacteria",44.2,46.717,74
2027248,"Lactococcus phage LP9206b","bacteria",34.9,30.309,53
371413,"Siegesbeckia yellow vein virus-[GD27]-associated DNA beta","land plants",38.9,1.359,1
2601619,"Klebsiella phage KMI8","bacteria",49.3,52.904,78
1718594,"Pseudomonas phage POR1","bacteria",55.5,55.349,81
1144380,"Tursiops truncatus papillomavirus 4","vertebrates",44.6,7.792,7
2681616,"Salinibacter phage M1EM-1","bacteria",64.7,35.883,45
2816469,"Microbacterium phage Pulchra","bacteria",68.8,53.312,91
1897742,"Salmonella phage ST-W77","bacteria",44.5,157.458,210
2544985,"Pseudomonas phage JHP","bacteria",49.6,48.656,84
1327970,"Cellulophaga phage phi19:1","bacteria",31.2,57.447,114
2713308,"Salmonella phage oldekolle","bacteria",39.3,109.372,157
2565651,"Rheinheimera phage vB_RspM_Barba14S","bacteria",38.2,80.312,139
2041528,"Mycobacterium phage Demsculpinboyz","bacteria",60.9,57.437,117
2027901,"Mycobacterium phage Smairt","bacteria",63.6,54.655,100
1965238,"Pityohyphantes rubrofasciatus iflavirus","invertebrates",36.9,9.834,1
1923308,"Hubei toti-like virus 2","invertebrates",41.5,4.958,2
2315766,"Enterococcus phage EfV12-phi1","bacteria",37,152.77,191
2510151,"Staphylococcus phage Sa30","bacteria",30.4,146.737,215
128987,"Grass carp reovirus","vertebrates",55.2128,23.895,12
1927023,"Mycobacterium phage BubbleTrouble","bacteria",63.9,51.397,88
2036055,"Lactobacillus phage T25","bacteria",44.5,38.421,50
2596746,"Geopora sumneriana mitovirus 1","fungi",40.6,3.146,1
529380,"Chondrostereum purpureum cryptic virus 1","fungi",46.4113,3.677,2
1636562,"Lactococcus phage 936 group phage Phi19","bacteria",35.2,28.437,50
1964552,"Arracacha virus A","land plants",45.739,11.217,2
2052157,"Grapevine virus I","land plants",44.3,7.507,5
2545481,"Cragig virus 9","invertebrates",44,7.78,2
1208064,"Bombyx mandarina nucleopolyhedrovirus S2","invertebrates",40.4,129.646,141
1705093,"Mesta yellow vein mosaic alphasatellite","land plants",40.4,1.358,1
2601634,"Pseudomonas phage PA11P1","bacteria",55.7,66.049,93
10658,"Enterobacteria phage PRD1","bacteria",48.1,14.927,31
591166,"Southern tomato virus","land plants",48.4,3.437,2
616674,"Cyanophage SS120-1","bacteria",40.5,46.997,52
2489148,"Root lesion nematode virus","invertebrates",36.9,8.614,1
1527511,"Mycobacterium phage Hades","bacteria",61.4,54.986,102
1897504,"Mycobacterium phage Roosevelt","bacteria",63.9,51.502,87
1405299,"Botryosphaeria dothidea chrysovirus 1","fungi",57.359,11.598,4
1089110,"Mycobacterium phage Akoma","bacteria",67.5,68.711,104
1437329,"Burkholderia phage Bp-AMP4","bacteria",61.8,42.112,43
1655013,"Propionibacterium phage Keiki","bacteria",54,29.339,45
562944,"Mesta yellow vein mosaic virus-[India:Coochbehar:2008]","land plants",43.9,2.752,7
1922533,"Beihai picorna-like virus 105","invertebrates",43.1,8.854,2
2066504,"Klebsiella phage SH-Kp 152410","bacteria",52.3,40.945,47
1000676,"Tomato leaf curl Joydebpur virus-India [India/Ghazipur/Chilli/2007]","land plants",44.5,2.76,6
1163669,"Murine hepatitis virus strain S/3239-17","vertebrates",41.7,31.161,9
2259657,"Pelagibacter phage HTVC025P","bacteria",32.5,37.251,49
1032362,"Clostridium phage phiCD38-2","bacteria",30.8,41.09,55
1922524,"Beihai picobirna-like virus 7","invertebrates",40.6044,3.597,2
2558764,"Streptococcus satellite phage Javan594","bacteria",38.9,10.319,15
10748,"Streptococcus phage CP-7","bacteria",38.5,19.741,28
2565704,"Flavobacterium phage FCOV-F45","bacteria",30.1,47.227,74
1923637,"Wenzhou picorna-like virus 5","invertebrates",40.8,9.166,2
2558649,"Streptococcus satellite phage Javan341","bacteria",37.3,15.189,24
1895333,"Sulfolobus islandicus rudivirus 3","archaea",25.5,32.995,45
2365027,"Streptococcus phage CHPC1109","bacteria",39.3,33.791,42
2922212,"Mycobacterium phage LittleE","bacteria",61.3,109.086,229
1262533,"Lactococcus phage 340","bacteria",34.5,32.337,58
1567479,"Mycobacterium phage Treddle","bacteria",63.9,53.008,94
2508202,"Escherichia phage vB_EcoM_MM02","bacteria",37.6,169.201,274
2170102,"Rhynchobatus djiddensis polyomavirus 1","vertebrates",43,3.962,4
2588662,"Porcine bastrovirus","vertebrates",56.2,5.955,2
1881227,"Vibrio phage 1.226.O._10N.261.48.E5","bacteria",43,35.655,67
2079580,"Microbacterium phage Balsa","bacteria",63.4,41.862,62
223333,"Tobacco leaf curl Japan virus-[JP2]","land plants",42.8,2.764,6
1922797,"Changjiang picorna-like virus 8","invertebrates",46.4,8.685,2
256548,"Bovine adeno-associated virus","vertebrates",53.8,4.693,2
1805953,"Bacillus phage Phrodo","bacteria",37.8,164.443,288
1431395,"Mirabilis leaf curl virus","land plants",43,2.778,6
2548204,"Streptococcus phage Javan489","bacteria",38.1,41.958,61
1922588,"Beihai picorna-like virus 44","invertebrates",34.6,8.711,2
48201,"Maclura mosaic virus","land plants",45.8,2.413,1
2849703,"Clostridioides phage phiC2","bacteria",28.7,56.538,82
78540,"Sleeping disease virus","vertebrates",56.4,11.9,3
2517927,"Gordonia phage Walrus","bacteria",67.3,52.024,84
2024314,"Shigella phage Sfin-1","bacteria",45.2,50.403,81
2742954,"Escherichia phage Lambda_ev110","bacteria",50,46.77,73
2509395,"Botrylloides leachii nidovirus","invertebrates",42.3,25.068,4
2562643,"Escherichia phage Fraca","bacteria",51.6,43.664,65
1453407,"Geran virus","invertebrates",40.8353,18.045,3
1815510,"Lactobacillus phage PLE3","bacteria",44.9,41.005,60
233784,"Grapevine deformation virus","land plants",45.1326,11.139,2
3052148,"Cuevavirus lloviuense","vertebrates",46,18.927,9
2692018,"Plasmopara viticola lesion associated mononegaambi virus 6","fungi",47.1,6.593,2
2560321,"avian paramyxovirus 13","vertebrates",42.6,16.146,6
1429905,"Mycobacterium phage JAMaL","bacteria",68.8,70.841,98
1860179,"Streptococcus phage phiJH1301-1","bacteria",41.6,45.451,72
2592915,"Curvularia lunata partitivirus 1","vertebrates",44.8,1.892,1
2558845,"Streptococcus satellite phage Javan750","bacteria",37.2,11.755,20
2881392,"Burkholderia phage BcepMu","bacteria",62.9,36.748,53
1923610,"Wenzhou picorna-like virus 25","invertebrates",52.3,8.464,1
2739869,"Kummerowia striata geminiviridae","land plants",45.7,2.521,2
2499680,"Betaarterivirus suid 1","vertebrates",52.6,15.113,10
2675255,"Lactococcus phage CHPC959","bacteria",34.3,29.34,59
1931113,"Pea leaf distortion betasatellite","land plants",43.4,1.347,1
627436,"Feline coronavirus UU9","vertebrates",38.7,29.266,11
1955730,"Peach virus D","land plants",61.2,6.612,1
1678947,"Duck parvovirus strain FJM3","vertebrates",45.7,5.017,2
120574,"Streptococcus phage MM1","bacteria",38.4,40.248,53
12417,"Lactobacillus phage phiadh","bacteria",35.6,43.785,63
694015,"Beluga whale coronavirus SW1","vertebrates",39.2,31.686,14
2675464,"Vespa velutina associated permutotetra-like virus 1","invertebrates",51,4.851,2
2908169,"Listeria phage A511","bacteria",35.9,137.619,190
2488973,"Mycobacterium phage LuckyMarjie","bacteria",66.5,68.075,99
2675237,"Lactococcus phage CHPC1020","bacteria",35.6,22.41,36
1980427,"Emaravirus fici","land plants",31.6323,15.217,6
858517,"Cleome golden mosaic virus","land plants",49.5,2.566,3
2015857,"Arthrobacter phage Dino","bacteria",61.1,43.562,62
2914010,"Halomonas phage phiHAP-1","bacteria",59,39.245,46
1843776,"Canis familiaris papillomavirus 20","vertebrates",52.2,7.839,8
1608040,"Bole Tick Virus 1","invertebrates",46,6.474,1
